total_return_pct,buy_hold_return_pct,alpha_pct,ann_return_pct,ann_volatility_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expectancy_pct,total_costs_usd,total_fees_usd,total_slippage_usd,final_equity,symbol,timeframe,strategy,strategy_key,split_date,leverage
-69.35526173738553,-46.67423603745699,-22.681025699928536,-86.63506213657132,71.29650597424514,-1.2151375576226278,-0.6283765765850239,-1.0792715875307834,-80.27178991599303,22,22.727272727272727,2.2274082529314105,-5.99347929812871,0.10930547046289682,-4.125095763796865,60.75,9.0,11.25,153.22369131307232,ETH/USDT,4h,Trend-Following (EMA + ADX),trend_following,2025-09-11,3
112.34048018758602,-46.67423603745699,159.01471622504303,260.15493635447643,100.88036704993402,2.5788460526288954,2.268816388021103,4.4249142062213656,-58.79321592014198,39,48.717948717948715,15.507604088971114,-8.562846308259667,1.7204821100563192,3.1637833724425093,51.300000000000004,7.6000000000000005,9.5,1061.7024009379302,ETH/USDT,4h,Momentum Reversal (ROC + S/R),momentum_reversal,2025-09-11,3
55.255513453013315,-46.67423603745699,101.92974949047031,111.39352752291751,107.695294263639,1.0343397850812794,1.0061732333905873,1.7670522329017557,-63.039182118568846,58,51.724137931034484,9.930666758089831,-6.962849176856471,1.5281100922477608,1.7751763067364434,113.4,16.8,21.0,776.2775672650666,ETH/USDT,4h,Composite Signal,composite,2025-09-11,3
10.334740802246078,-46.67423603745699,57.008976839703074,18.217172615755615,52.431369729549985,0.34744796311297843,0.17601172760977019,0.4877446749664527,-37.34981343878045,16,50.0,9.894711793831696,-6.899022737076621,1.434219333798639,1.4978445283775372,32.400000000000006,4.8,6.0,551.6737040112304,ETH/USDT,4h,Momentum Reversal + MTF Filter,momentum_reversal_mtf,2025-09-11,3
-50.34945342253726,-46.67423603745699,-3.675217385080265,-69.6209144998703,118.54754887642318,-0.5872826149484104,-0.6139343012081492,-0.8657068967509376,-80.42088466796645,79,36.708860759493675,10.828270011309494,-6.56033898381528,0.9573280621708109,-0.177178719782134,164.70000000000002,24.400000000000002,30.5,248.2527328873137,ETH/USDT,4h,Volatility Breakout + MTF Filter,volatility_breakout_mtf,2025-09-11,3
4.330349774395126,-46.67423603745699,51.004585811852124,7.480126389958253,64.55922294023733,0.11586456666125966,0.07492459130119515,0.30396256247512293,-24.608709470826508,37,43.24324324324324,6.473954448042907,-4.309847044222065,1.1444806907779106,0.3534184659465709,99.9,14.8,18.5,521.6517488719757,ETH/USDT,4h,Composite Signal + MTF Filter,composite_mtf,2025-09-11,3
-84.7986145700416,-31.088871724261345,-53.70974284578024,-95.94616127030358,164.27403754212594,-0.5840616247451726,-0.8436127976872959,-1.0783106240898885,-88.97822123498382,39,20.51282051282051,24.611398199500112,-8.06899882784727,0.7871272140595172,-1.3653276427503702,21.6,3.2,4.0,76.00692714979205,BNB/USDT,4h,Mean-Reversion (RSI + BB),mean_reversion,2025-09-11,3
-45.575909123553984,-31.088871724261345,-14.487037399292635,-64.48482971213897,101.19477008182365,-0.6372348063046944,-0.6277574005407335,-0.9000506836372162,-71.64577604846407,67,41.7910447761194,7.4798755873198495,-5.968972621400583,0.899680301611456,-0.3485584446218949,145.8,21.6,27.0,272.1204543822301,BNB/USDT,4h,Volatility Breakout (ATR + Vol),volatility_breakout,2025-09-11,3
-48.155522971341,-31.088871724261345,-17.066651247079655,-67.30143256057319,67.12401254236461,-1.002643167645805,-0.4508694212519456,-1.167012718292587,-57.66983641706959,12,16.666666666666664,2.0238166706894996,-5.705087580129655,0.07094778624392321,-4.416936871659796,32.400000000000006,4.800000000000001,6.0,259.222385143295,BNB/USDT,4h,Trend-Following (EMA + ADX),trend_following,2025-09-11,3
87.4199972150677,-31.088871724261345,118.50886893932903,191.22739817613459,63.095559031364616,3.0307584418275146,1.6798780177145698,8.427429646364608,-22.691070255166775,18,55.55555555555556,13.77362273970935,-6.363459735444736,2.7056081346342338,4.823808306307533,27.0,4.0,5.0,937.0999860753385,BNB/USDT,4h,Momentum Reversal (ROC + S/R),momentum_reversal,2025-09-11,3
-23.45170793661574,-31.088871724261345,7.637163787645607,-36.53986725173045,82.17173299869332,-0.4446768483306967,-0.29404505076541415,-0.731311313196166,-49.96485982424429,33,45.45454545454545,7.317427749075608,-5.8800585307325015,1.037040095041941,0.11879886918027704,70.20000000000002,10.4,13.0,382.7414603169213,BNB/USDT,4h,Composite Signal,composite,2025-09-11,3
13.066983367696782,-31.088871724261345,44.15585509195813,23.241761527532812,28.86731030611614,0.8051239024720831,0.22998429806142887,1.4673728267570536,-15.839029525235201,6,50.0,9.773673218630833,-4.866613161200794,2.0083110974489835,2.4535300287150204,8.100000000000001,1.2000000000000002,1.5,565.3349168384839,BNB/USDT,4h,Momentum Reversal + MTF Filter,momentum_reversal_mtf,2025-09-11,3
-46.53597178279162,-31.088871724261345,-15.447100058530271,-65.5442958895521,101.16914885148995,-0.6478684127882411,-0.6358258615567435,-0.9084957723004251,-72.1459558623875,68,41.17647058823529,7.4798755873198495,-5.864597878229083,0.8927999872865907,-0.36981468653246413,148.5,22.0,27.5,267.32014108604193,BNB/USDT,4h,Volatility Breakout + MTF Filter,volatility_breakout_mtf,2025-09-11,3
-34.0358220589353,-31.088871724261345,-2.946950334673959,-50.73607305369406,42.50161798693702,-1.1937445080158575,-0.5306348278175363,-1.3028882170478544,-38.941232555356315,22,36.36363636363637,4.205867099024425,-4.545082130567623,0.5287809018566202,-1.362918774352333,51.300000000000004,7.6000000000000005,9.5,329.82088970532345,BNB/USDT,4h,Composite Signal + MTF Filter,composite_mtf,2025-09-11,3
-51.74449915348085,-62.00070540516715,10.256206251686306,-71.05901889691002,206.18138854618883,-0.3446432260348822,-0.5274289454791197,-0.8313129523839323,-85.47806057049408,49,26.53061224489796,30.153544463515843,-8.408087521647207,1.2950364654417037,1.822549535640948,29.700000000000003,4.4,5.5,241.2775042325958,SOL/USDT,4h,Mean-Reversion (RSI + BB),mean_reversion,2025-09-11,3
-85.23533971342806,-62.00070540516715,-23.234634308260905,-96.14233686559423,128.41196689709759,-0.7487023148133655,-0.8121783788361623,-1.036579402386168,-92.7496115051853,85,36.470588235294116,8.99324454518315,-7.597561469259112,0.6795323152155017,-1.5467969228154637,151.2,22.4,28.0,73.8233014328597,SOL/USDT,4h,Volatility Breakout (ATR + Vol),volatility_breakout,2025-09-11,3
-46.1266447341954,-62.00070540516715,15.874060670971756,-65.09420576608336,57.694001291042305,-1.1282664455479539,-0.6190058251758356,-1.4112061725102372,-46.126644734195395,17,17.647058823529413,4.7322708950525785,-4.290113327548884,0.236370923450456,-2.6979278765015677,40.5,6.0,7.5,269.366776329023,SOL/USDT,4h,Trend-Following (EMA + ADX),trend_following,2025-09-11,3
260.4620514295528,-62.00070540516715,322.4627568347199,786.2777849857117,107.49770762362942,7.31436792809224,6.242676209587948,18.69975655786964,-42.04748776019831,42,50.0,17.51009247130872,-8.6260533775157,2.0299077347411014,4.4420195468965105,56.7,8.4,10.5,1802.3102571477639,SOL/USDT,4h,Momentum Reversal (ROC + S/R),momentum_reversal,2025-09-11,3
10.02172300628521,-62.00070540516715,72.02242841145237,17.647047316276687,115.32327299002236,0.15302242868014584,0.1526491502520283,0.39320144084849423,-44.88042383109255,69,40.57971014492754,13.484011578678162,-7.22597431437937,1.2743739283599342,1.1780779320787584,120.15000000000002,17.800000000000004,22.25,550.1086150314261,SOL/USDT,4h,Composite Signal,composite,2025-09-11,3
-12.43814421863798,-62.00070540516715,49.56256118652917,-20.22968577102777,59.74416369808658,-0.3386052213109423,-0.1754129276788907,-0.4925194464549529,-41.07388229365687,18,44.44444444444444,11.145980095452405,-8.586392125116465,1.0384785537896657,0.18355108402525452,27.000000000000004,4.0,5.0,437.8092789068101,SOL/USDT,4h,Momentum Reversal + MTF Filter,momentum_reversal_mtf,2025-09-11,3
-83.19920360381244,-62.00070540516715,-21.198498198645275,-95.19385635918589,126.94260434951683,-0.7498968281530157,-0.8007236985655523,-1.0216747643116637,-93.174324828627,81,35.80246913580247,9.546059528230105,-7.469443165777025,0.712739068965521,-1.3774730654534844,156.60000000000002,23.200000000000003,29.0,84.00398198093781,SOL/USDT,4h,Volatility Breakout + MTF Filter,volatility_breakout_mtf,2025-09-11,3
-64.57503708592863,-62.00070540516715,-2.574331680761466,-82.89627935211516,66.93393027438013,-1.2384791840595804,-0.8126267396122442,-1.1831687250465466,-70.06293996560294,45,33.33333333333333,7.482216483398648,-6.219935592745325,0.6014705756861533,-1.6525515673640012,98.55000000000001,14.600000000000001,18.25,177.1248145703569,SOL/USDT,4h,Composite Signal + MTF Filter,composite_mtf,2025-09-11,3
584.6043263972862,-54.05856622925651,638.6628926265427,2540.0404139462685,188.682267997034,13.461998527525635,22.73157037794539,35.81590985090907,-70.9193323447512,44,38.63636363636363,33.50982540361534,-8.32181233094005,2.5353586597222035,7.8404113392290755,40.50000000000001,6.0,7.5,3423.0216319864307,XRP/USDT,4h,Mean-Reversion (RSI + BB),mean_reversion,2025-09-11,3
-68.40022525466334,-54.05856622925651,-14.341659025406827,-85.91858133076238,127.07618582686757,-0.6761186667014105,-0.6694104237997005,-1.1971327975931274,-71.77030109233023,68,33.82352941176471,10.449195298933647,-7.066762074982003,0.7557492049098848,-1.1422470808634737,128.25,19.0,23.75,157.9988737266833,XRP/USDT,4h,Volatility Breakout (ATR + Vol),volatility_breakout,2025-09-11,3
11.773310760050126,-54.05856622925651,65.83187698930664,20.851951849397544,40.96346192935052,0.5090378319430325,0.2983440636605246,0.9659737900827436,-21.58645717251956,8,62.5,7.323178304828755,-6.945636563855773,1.757261132583504,1.972372729072057,21.6,3.2,4.0,558.8665538002506,XRP/USDT,4h,Trend-Following (EMA + ADX),trend_following,2025-09-11,3
341.84134869168776,-54.05856622925651,395.89991492094424,1153.1575851162022,109.47582614903095,10.533444922775855,9.606081441141542,26.529324665265605,-43.46728006333353,35,54.285714285714285,18.20376045699387,-8.26709791781646,2.614819100677809,6.102796628509149,51.300000000000004,7.6000000000000005,9.5,2209.2067434584387,XRP/USDT,4h,Momentum Reversal (ROC + S/R),momentum_reversal,2025-09-11,3
124.56025510029014,-54.05856622925651,178.61882132954665,296.1313267576637,115.4479728797529,2.565063026841581,2.579882946825481,5.513927734306105,-53.706058734723364,58,46.55172413793103,13.557680220893955,-7.03024929618109,1.6796420198483972,2.55378685831936,112.05000000000001,16.6,20.75,1122.8012755014506,XRP/USDT,4h,Composite Signal,composite,2025-09-11,3
60.71397545485573,-54.05856622925651,114.77254168411224,124.19576927667167,59.68903349065283,2.080713357439779,1.341614530140793,3.660334216486716,-33.930171927272255,20,55.00000000000001,12.24421648668817,-8.562283790151913,1.747799284688796,2.8812913621101326,32.400000000000006,4.800000000000001,6.0,803.5698772742786,XRP/USDT,4h,Momentum Reversal + MTF Filter,momentum_reversal_mtf,2025-09-11,3
