total_return_pct,buy_hold_return_pct,alpha_pct,ann_return_pct,ann_volatility_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expectancy_pct,total_costs_usd,total_fees_usd,total_slippage_usd,final_equity,symbol,timeframe,strategy,strategy_key,split_date
-67.23739292547988,-34.698370993168446,-32.53902193231143,-85.02549025253742,53.824845283178625,-1.5796699424811842,-1.6505102138520464,-1.2288772919970798,-69.18956905319678,23,26.08695652173913,3.893064349847076,-7.42832244657992,0.18497079543758194,-4.474917195338096,16.5,11.0,5.5,163.81303537260058,BTC/USDT,4h,Mean-Reversion (RSI + BB),mean_reversion,2025-09-11
3.619339356807094,-34.698370993168446,38.31771034997554,6.236703744594951,28.659466497326306,0.21761409079882155,0.19386529747421855,0.27321223755927454,-22.82732208597308,54,57.407407407407405,1.9496362047262839,-2.3684261977981595,1.1095007052564843,0.11046147772513198,78.0,52.0,26.0,518.0966967840354,BTC/USDT,4h,Volatility Breakout (ATR + Vol),volatility_breakout,2025-09-11
-12.909812716839742,-34.698370993168446,21.788558276328708,-20.959490822839566,17.8452278983875,-1.1745151668661777,-0.5599243920425796,-0.9439153876501224,-22.204840706133865,11,45.45454545454545,1.1320327351017057,-3.090250689243283,0.30526993032262945,-1.1710309509046517,23.25,15.5,7.75,435.45093641580127,BTC/USDT,4h,Trend-Following (EMA + ADX),trend_following,2025-09-11
-24.945654659078677,-34.698370993168446,9.752716334089772,-38.63290281388656,23.345182841429633,-1.6548554396124286,-0.5594860861994214,-1.090672739622823,-35.42116843155593,10,50.0,3.7223614767184188,-9.13529253449982,0.4074704189998035,-2.706465528890701,7.5,5.0,2.5,375.27172670460664,BTC/USDT,4h,Momentum Reversal (ROC + S/R),momentum_reversal,2025-09-11
-42.66138014098515,-34.698370993168446,-7.963009147816702,-61.18798791731995,29.37762653171429,-2.082809101384182,-1.1654749045898847,-1.349336935294389,-45.346707939904114,36,50.0,1.6043568667784873,-4.551096595121367,0.35252094374316467,-1.4733698641714397,45.75,30.5,15.25,286.69309929507426,BTC/USDT,4h,Composite Signal,composite,2025-09-11
6.5496030365183255,-34.698370993168446,41.24797402968677,11.399457948660995,4.692764931672444,2.4291559698044303,1.3269515379750774,9.066096531034113,-1.257372222945075,2,100.0,3.2041458371860787,0.0,inf,3.2041458371860787,3.0,2.0,1.0,532.7480151825916,BTC/USDT,4h,Momentum Reversal + MTF Filter,momentum_reversal_mtf,2025-09-11
13.513108001758777,-34.698370993168446,48.211478994927226,24.07036045161519,26.983505386448087,0.8920397890076964,0.903385402078529,1.3150603846895381,-18.303616116683315,54,53.70370370370371,2.0725895820114664,-1.812119857431983,1.326735593825665,0.27411298967653625,79.5,53.0,26.5,567.5655400087938,BTC/USDT,4h,Volatility Breakout + MTF Filter,volatility_breakout_mtf,2025-09-11
-8.081769074327017,-34.698370993168446,26.616601918841432,-13.359071114319498,14.616031434540341,-0.9140012577387856,-0.44561273962325243,-1.0623403183950688,-12.57513330050555,27,48.148148148148145,1.198669232554207,-1.6700671790860346,0.6664701968854982,-0.2888237216296217,39.75,26.5,13.25,459.5911546283649,BTC/USDT,4h,Composite Signal + MTF Filter,composite_mtf,2025-09-11
-67.74502288871997,-46.67423603745699,-21.07078685126298,-85.41814984096996,72.77316162874781,-1.173758950816656,-1.333612734490936,-1.2582200854638,-67.88808319609957,32,34.375,6.485359384043816,-7.790036087708832,0.4360818066105717,-2.882868894293859,18.0,12.0,6.0,161.27488555640016,ETH/USDT,4h,Mean-Reversion (RSI + BB),mean_reversion,2025-09-11
-27.17031264498044,-46.67423603745699,19.50392339247655,-41.69582077016079,44.04436402613364,-0.9466777802812786,-0.8304699374905747,-0.8977894142971945,-46.442762752778755,61,40.98360655737705,3.69652587997591,-3.305084423031743,0.77669176714695,-0.435572003766311,85.5,57.0,28.5,364.14843677509776,ETH/USDT,4h,Volatility Breakout (ATR + Vol),volatility_breakout,2025-09-11
